ppt_id,clu,gender,age,ethnicity,family,location,handedness,clu_composite,clu_within_clu,clu_complex,question,eye_n_brow,head,mouth_gesture_question,mouthing_question,manual,nonmanual,position,semantic,social_action,rh_idgloss,lh_idgloss,any_head_movement,any_head_nod,any_head_forward,any_head_backward,any_head_sideward,any_head_shake,any_head_up,any_head_down,any_eye_brow,any_eye_brow_up,any_eye_brow_down,any_eye_brow_squint,any_eye_brow_wide,has_single_mouthing,has_multiple_mouthing,any_manual,has_manual_single,has_manual_multiple,any_mouthing,elicited_response,has_CA
BL09,BL09F45WHC_CLU#060,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,down,Sideward,no,Single,Single,Present,other,Content,OIR-restricted,"WHAT, FS:BSC",NA,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,response,no CA
BL09,BL09F45WHC_CLU#063,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating-NR,null,Null,no,Single,Absent,Present,NA,Content,request information,"WIDTH, PT:PRO3SG","WIDTH, TBUOY",no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no response,no CA
BL09,BL09F45WHC_CLU#064,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,"null, down","Null, Sideward",no,Single,Absent,Present,NA,Content,request information,"TWO^FOUR02, UNIT, WIDTH","TBUOY, UNIT, WIDTH",yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,response,no CA
BL09,BL09F45WHC_CLU#071,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,"null, down","Nod, Null, Forward, Null",no,Absent,Multiple,Present,reprise (clause-final),Polar,request confirmation,"SPORT02, CAMERA-FILM, PT:PRO3SG","PT:, PT:, REMEMBER04, SPORT02, CAMERA-FILM",yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,response,no CA
BL09,BL09F45WHC_CLU#077,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating-NR,down,"Backward, HS",yes,Absent,Multiple,Present,reprise (clause-final),Polar,request confirmation,"BROTHER, ORAL, PT:PRO3SG","PT:, PT:POSS1SG, BROTHER, FBUOY",yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no response,no CA
BL09,BL09F45WHC_CLU#078,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,down,Null,no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,"SIGN, PT:PRO3SG",SIGN,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,response,no CA
BL09,BL09F45WHC_CLU#088,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating-NR,down,Sideward,no,Single,Single,Present,other,Content,request information,NA,"AGE, PT:PRO2SG",yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no response,no CA
BL09,BL09F45WHC_CLU#088,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,down,Sideward,no,Absent,Absent,Present,NA,Content,request information,CUPBOARD,CUPBOARD,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,response,no CA
BL09,BL09F45WHC_CLU#089,F,45,White,Hearing,Bristol,right-handed,SharedCecho,NA,NA,Initiating,down,Sideward,yes,Absent,Absent,Present,NA,Content,request information,NA,"G:WELL, AVERAGE",yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,response,no CA
BL09,BL09F45WHC_CLU#129,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,up,Sideward,no,Absent,Absent,Present,NA,Polar,request confirmation,"G:HEY, INTERPRETER, THERE",INTERPRETER,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BL09,BL09F45WHC_CLU#133,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,down,Sideward,no,Absent,Single,Present,other,Content,request information,"NEXT, G:WELL","NEXT, G:WELL",yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,response,no CA
BL09,BL09F45WHC_CLU#147,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating-NR,down,Forward,no,Absent,Absent,Present,NA,Polar,request confirmation,CHECK,"CHECK, RIGHT",yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no response,no CA
BL09,BL09F45WHC_CLU#150,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,down,"Backward, Null",no,Absent,Multiple,Present,reprise (clause-final),Polar,request confirmation,"PT:PRO1SG, THINK, FS:INDECIPHERABLE(WF), SCHOOL02, PT:DET","PT:, FS:INDECIPHERABLE(WF), PT:DET",yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,response,no CA
BL09,BL09F45WHC_CLU#152,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,up,Sideward,no,Absent,Absent,Present,NA,Polar,request confirmation,"PARTNER, AREA, GOOD","PARTNER, GOOD",yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BL09,BL09F45WHC_CLU#154,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,up,Forward,no,Absent,Absent,Present,NA,Other,OIR-news receipt,NA,TRUE,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BL09,BL09F45WHC_CLU#168,F,45,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,"down, up","Null, Nod",no,Absent,Absent,Present,NA,Polar,request confirmation,"NOW, SN:INDECIPHERABLE(FS:INDECIPHERABLE(F)), PT:POSS1SG, DAUGHTER","NOW, SN:INDECIPHERABLE(FS:INDECIPHERABLE(F)), DAUGHTER",yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#005,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,wide,Nod,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, CONTINUE, PT:PRO2SG","CONTINUE, FBUOY",yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#006,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,wide,Nod,no,Absent,Absent,Present,NA,Polar,request confirmation,RETIRE,RETIRE,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#007,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,wide,Nod,no,Absent,Absent,Present,NA,Polar,request confirmation,"WORK, CONTINUE, PT:PRO2SG","WORK, CONTINUE",yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#046,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,wide,Not clear,no,Absent,Absent,Present,NA,Content,outloud,"MEANING(FALSE-START), RELATIONSHIP, G:WELL","MEANING(FALSE-START), RELATIONSHIP, G:WELL",yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#069,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,up,Null,no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Content,request information,"CHILD, FS:G-GRAND^CHILD(FALSE-START), HAVE, FS:G-GRAND^CHILD, FS:G-GRAND^CHILD, HOW-MANY","CHILD, FS:G-GRAND^CHILD(FALSE-START), FS:G-GRAND^CHILD, FS:G-GRAND^CHILD",no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,response,no CA
BM09,BM09M68WHNC_CLU#070,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,down,Forward,no,Single,Single,Present,other,Content,request confirmation,"AGE, PT:PRO3SG",NA,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,response,no CA
BM09,BM09M68WHNC_CLU#071,M,68,White,Hearing,Birmingham,right-handed,SharedCecho,NA,NA,Initiating,up,Null,yes,Absent,Absent,Present,NA,Alternative,request confirmation,"FIFTEEN03, SIXTEEN",NA,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#073,M,68,White,Hearing,Birmingham,right-handed,SharedCecho,NA,NA,Initiating,"down, up",Forward,no,Absent,Absent,Present,NA,Polar,OIR-restricted,"PAST, LEAVE, SCHOOL02, EXCITED",LEAVE,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#075,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,up,Null,no,Absent,Absent,Present,NA,Polar,OIR-restricted,"MEANING, GO, UNIVERSITY",UNIVERSITY,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#077,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,down,Null,no,Single,Single,Present,post-predicate (non-reprise & clause-final),Content,request information,"PT:PRO33SG, FAVOUR, WHAT","FAVOUR, WHAT",no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,response,no CA
BM09,BM09M68WHNC_CLU#078,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,down,Null,no,Absent,Single,Present,post-predicate (non-reprise),Alternative,request confirmation,"ELECTRICITY02, CARPENTER02, WHAT, TYPICAL","ELECTRICITY02, CARPENTER02",no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,response,no CA
BM09,BM09M68WHNC_CLU#079,M,68,White,Hearing,Birmingham,right-handed,SharedCecho,NA,NA,Continuing,up,Null,no,Absent,Absent,Present,NA,Polar,OIR-restricted,CARPENTER02,NA,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#081,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,null,HS,no,Absent,Absent,Present,NA,Polar,request confirmation,"DIFFERENT, HOUSE, DOOR, ROOF, NO","DIFFERENT, HOUSE, DOOR, ROOF",yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#106,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,wide,HS,no,Absent,Absent,Present,NA,Polar,request confirmation,"APPRENTICE, NOTHING, PT:PRO2SG, NOTHING, PT:PRO2SG","APPRENTICE, NOTHING",yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#109,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,up,Nod,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, RIGHT, G:WELL",NA,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM09,BM09M68WHNC_CLU#117,M,68,White,Hearing,Birmingham,right-handed,Single?,NA,NA,Initiating,down,Null,no,Single,Single,Present,post-predicate (non-reprise & clause-final),Content,request confirmation,"MEANING, PT:PRO2SG, YOUNG, HOT02, GO-TO, CLUB, WORK, BY, WHO02, WHO","MEANING, PT:PRO2SG, YOUNG, CLUB, WORK, BY, WHO",no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,response,has CA
BM09,BM09M68WHNC_CLU#119,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,squint,Sideward,no,Single,Single,Present,post-predicate (non-reprise),Content,request information,"HELP, WHO, MISSIONER(FALSE-START)",HELP,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no,yes,yes,no,yes,response,no CA
BM09,BM09M68WHNC_CLU#120,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing-NR,null,Null,no,Absent,Absent,Present,NA,Polar,OIR-restricted,MISSIONER,MISSIONER,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no response,no CA
BM09,BM09M68WHNC_CLU#120,M,68,White,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,wide,Null,no,Absent,Absent,Present,NA,Polar,OIR-restricted,MISSIONER,MISSIONER,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,response,no CA
MC09,MC09M68WHC_CLU#003,M,68,White,Hearing,Manchester,right-handed,Single,NA,NA,Continuing-NR,null,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"BEEN, PT:LOC",BEEN,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no response,no CA
MC09,MC09M68WHC_CLU#005,M,68,White,Hearing,Manchester,right-handed,Single,NA,NA,Initiating-NR,down,"HS, Forward",no,Multiple,Single,Present,pre-predicate,Content,OIR-open,"WHAT, FS:FOR, WHAT",FS:FOR,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,yes,no response,no CA
MC09,MC09M68WHC_CLU#010,M,68,White,Hearing,Manchester,right-handed,Single,NA,NA,Continuing,up,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"FOOTBALL02, PT:DET, STADIUM, FOOTBALL02, PT:LOC/DSS(1)","FOOTBALL02, STADIUM, FOOTBALL02, PT:LOC",no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
MC09,MC09M68WHC_CLU#015,M,68,White,Hearing,Manchester,right-handed,Single,NA,NA,Continuing-NR,"null, up","Nod, Null",no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:, PT:, BEEN, PT:LOC/PT:PRO2SG, PAST",NA,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no response,no CA
MC09,MC09M68WHC_CLU#015,M,68,White,Hearing,Manchester,right-handed,Single,NA,NA,Continuing,up,"Forward, Nod",no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, BEEN, PAST, PT:PRO2SG",NA,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
MC09,MC09M68WHC_CLU#015,M,68,White,Hearing,Manchester,right-handed,Single,NA,NA,Continuing,null,Null,no,Absent,Absent,Present,NA,Other,OIR-freeze-look,PT:,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,response,no CA
MC09,MC09M68WHC_CLU#025,M,68,White,Hearing,Manchester,right-handed,Single,NA,NA,Continuing-NR?,up,Forward,no,Absent,Absent,Present,NA,Other,outloud,"PT:PRO2SG, WANT, PT:PRO2SG",NA,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no response,no CA
MC09,MC09M68WHC_CLU#109,M,68,White,Hearing,Manchester,right-handed,Single,NA,NA,Continuing,"up, down, up",Nod,no,Absent,Absent,Present,NA,Polar,request confirmation,"BEEN, GO-IN, ADD-TO-SIGNBANK(DEAFb), CLUB","BEEN, GO-IN, CLUB",yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,response,no CA
MC09,MC09M68WHC_CLU#110,M,68,White,Hearing,Manchester,right-handed,Single,NA,NA,Continuing,"up, down",HS,no,Absent,Absent,Present,NA,Polar,request confirmation,"NEVER, PT:PRO2SG, PT:LOC/PT:PRO3SG",NA,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,response,no CA
MC09,"MC09M68WHC_CLU#161, MC09M68WHC_CLU#162",M,68,White,Hearing,Manchester,right-handed,Embed,"pre-container, contained",NA,Continuing,"down, up","Forward, HS, Null",no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, REMEMBER02, G:ERM, THREE02, FOUR02, YEAR, PAST, ADD-TO-SIGNBANK(TRAIN3b), EXPLOSION","REMEMBER02, YEAR, ADD-TO-SIGNBANK(TRAIN3b), EXPLOSION",yes,no,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,response,has CA
LN03,"LN03F47WDC_CLU#012, LN03F47WDC_CLU#013, LN03F47WDC_CLU#014",F,47,White,Deaf,London,right-handed,EmbedDepend,"contained, contained, contained","independent, dependent, dependent",Continuing,"null, squint, null","Null, Forward, Null",no,Single,Single,Present,pre-predicate,Content,outloud,"WHAT, FS:DO, IF, PT:PRO2SG, LOOK, G:ERM, BEAT-UP, ACTIVITY","WHAT, FS:DO, IF, LOOK, G:ERM, BEAT-UP, ACTIVITY",yes,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,yes,no,yes,response,has CA
LN03,LN03F47WDC_CLU#043,F,47,White,Deaf,London,right-handed,Single,NA,NA,Continuing?,up,Null,no,Single,Single,Present,other,Content,rhetorical,WHAT,WHAT,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,response,no CA
LN03,LN03F47WDC_CLU#060,F,47,White,Deaf,London,right-handed,Embed,pre-container,NA,Continuing,not visible,Not visible,no,Absent,Single,Present,post-predicate (non-reprise),Content,rhetorical,"PT:PRO1SG, HEAR, WHAT",NA,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,response,has CA
LN03,LN03F47WDC_CLU#086,F,47,White,Deaf,London,right-handed,Single,NA,NA,Continuing-NR,down+squint,"Nod1, Null",no,Absent,Absent,Present,NA,Polar,outloud,"PT:PRO2SG, RUN",RUN,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no response,has CA
LN03,LN03F47WDC_CLU#092,F,47,White,Deaf,London,right-handed,Single,NA,NA,Initiating,"down, null","Down+HS, Null",no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,"PT:PRO2SG, SMOKE-CIGARETTE, G:WELL",NA,yes,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,response,no CA
LN03,LN03F47WDC_CLU#095,F,47,White,Deaf,London,right-handed,Single,NA,NA,Initiating-NR,"null, down, null",Null,no,Single,Multiple,Present,reprise (clause-final),Polar,outloud,"WHAT, G:WELL, LAUGH, WHAT","WHAT, G:WELL",no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,no response,no CA
LN03,LN03F47WDC_CLU#106,F,47,White,Deaf,London,right-handed,Single,NA,NA,Continuing,"down, null","HS, Null, Nod1",no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,"PT:PRO1SG, FS:J-INDECIPHERABLE, ?TWIN, FS:V-VICTORIA, G:WELL",G:WELL,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,response,no CA
LN03,LN03F47WDC_CLU#131,F,47,White,Deaf,London,right-handed,Single?,NA,NA,Continuing-NR,null,"Nod1, Null, Nod1",no,Absent,Absent,Present,NA,Polar,outloud,"PT:PRO1SG, CAN, ALLOW, PT:PRO1SG, ?PLASTIC02, GLOVES, G:CA:HANDLE-TUBE/DSH(SMALL_CLOSED)-MOVE","PT:PRO1SG, CAN, ALLOW, ?PLASTIC02, GLOVES, G:CA:HANDLE-TUBE/DSH(SMALL_CLOSED)-MOVE",yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no response,has CA
LN03,LN03F47WDC_CLU#143,F,47,White,Deaf,London,right-handed,Embed,pre-container,NA,Continuing?,null,Null,no,Single,Single,Present,post-predicate (non-reprise & clause-final),Content,rhetorical,"PT:PRO1SG, CAN-NOT, PT:PRO1SG, WHAT",NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,response,no CA
LN03,LN03F47WDC_CLU#155,F,47,White,Deaf,London,right-handed,Single,NA,NA,Continuing,up,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"INDECIPHERABLE, MUST, PT:PRO1SG, DSS(SMALL_CLOSED)","INDECIPHERABLE, MUST, G:CA:HOLD-OBJECT/DSH(FIST)-MOVE, DSS(SMALL_CLOSED)",no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,has CA
BM08,BM08M18AHC_CLU#001,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating-NR,down,Forward,no,Single,Single,Present,pre-predicate,Content,OIR-restricted,"WHO, TEXT-TO",TEXT-TO,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no response,no CA
BM08,BM08M18AHC_CLU#001,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,down,Null,no,Single,Single,Present,pre-predicate,Content,OIR-restricted,"WHO, TEXT-TO",TEXT-TO,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,response,no CA
BM08,BM08M18AHC_CLU#003,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,up,Null,no,Single,Single,Present,post-predicate (non-reprise & clause-final),Alternative,OIR-restricted,"G:FUCK-OFF, GO-IN, WHAT, G:WELL","G:FUCK-OFF, GO-IN",no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,response,no CA
BM08,BM08M18AHC_CLU#004,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,down,Null,no,Single,Single,Present,other,Content,OIR-restricted,WHY,NA,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,response,no CA
BM08,BM08M18AHC_CLU#009,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,down,Up,no,Multiple,Multiple,Present,reprise (clause-final),Content,OIR-restricted,"ARRIVE, LATE, WHO","WHO, ARRIVE, LATE",yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,yes,response,no CA
BM08,BM08M18AHC_CLU#013,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,squint,Nod,no,Absent,Absent,Present,NA,Polar,OIR-restricted,"PT:DET, FAMOUS, SHOP, DSS(5), DSS(5)","FAMOUS, SHOP, DSS(5), DSS(5)",yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,response,no CA
BM08,BM08M18AHC_CLU#018,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,up,Up,no,Absent,Absent,Present,NA,Polar,OIR-restricted,NA,"YES, DONCASTER, COLLEGE, PT:PRO3SG",yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM08,BM08M18AHC_CLU#026,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,squint,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:DET, PARTY02, PT:PRO2SG, INDECIPHERABLE, GO02, PARTY02, SOME","PARTY02, GO02, PARTY02, SOME",no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,response,no CA
BM08,BM08M18AHC_CLU#027,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,squint,Null,no,Absent,Absent,Present,NA,Polar,OIR-restricted,"FILM, PT:DET",FILM,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,response,no CA
BM08,BM08M18AHC_CLU#029,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Initiating,squint,Forward,no,Multiple,Multiple,Present,reprise (non-clause-final),Content,request information,"WHAT, PREFER, WHAT, PREFER, PT:PRO2SG",NA,yes,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,yes,no,yes,yes,response,no CA
BM08,BM08M18AHC_CLU#052,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,"null, squint",Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO1SG, MEET(FALSE-START), COMFORTABLE, NEAR, PT:PRO2SG, INDECIPHERABLE, NEXT-TO, OPPOSITE","MEET(FALSE-START), COMFORTABLE, NEAR, NEXT-TO, OPPOSITE",no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,response,no CA
BM08,BM08M18AHC_CLU#086,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,null,Down,no,Absent,Absent,Present,NA,Content,request information,"G:CA:DELIBERATE, PT:PRO1SG, DO",DO,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,response,has CA
BM08,BM08M18AHC_CLU#087,M,18,Asian,Hearing,Birmingham,right-handed,Single,NA,NA,Continuing,null,Sideward,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO1SG, GO02, G:CA:DELIBERATE",PT:PRO1SG,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,response,has CA
BL30,BL30M65WDC_CLU#003,M,65,White,Deaf,Bristol,right-handed,Single,NA,NA,Continuing,null,"Nod1, Null",no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:POSS3SG, COUSIN, PT:LOC/PRO",NA,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,response,no CA
BL30,BL30M65WDC_CLU#057,M,65,White,Deaf,Bristol,right-handed,Single,NA,NA,Continuing,down,Nod,no,Absent,Absent,Present,NA,Polar,outloud,"KNOW, MARRY, PT:PRO3SG/PT:LOC",MARRY,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,response,has CA
BL30,BL30M65WDC_CLU#066,M,65,White,Deaf,Bristol,right-handed,EmbedDepend,contained,dependent,Continuing,"null, squint, null","Nod, Null, Nod, Null, Nod",no,Absent,Absent,Present,NA,Polar,request confirmation,"BECAUSE, PT:POSS3SG, PT:PRO3SG, PT:POSS3SG, FATHER, OWN/PT:POSS3SG, FS:LAND(LA), AREA, BIG, FS:LAND","BECAUSE, FATHER, FS:LAND(LA), BIG, FS:LAND",yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,response,no CA
BL30,BL30M65WDC_CLU#096,M,65,White,Deaf,Bristol,right-handed,Single,NA,NA,Continuing,"up, down",HS,yes,Single,Single,Present,pre-predicate,Other,rhetorical,"WHY, PT:PRO1SG, G:WELL",NA,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,response,no CA
BL30,BL30M65WDC_CLU#106,M,65,White,Deaf,Bristol,right-handed,Embed,pre-container,NA,Continuing,up,Backward,no,Single,Single,Present,pre-predicate,Other,rhetorical,"WHAT, PT:DET, ROOM",ROOM,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,response,no CA
BL30,BL30M65WDC_CLU#120,M,65,White,Deaf,Bristol,right-handed,Single,NA,NA,Continuing,"null, down","Null, Nod1, Nod1",no,Absent,Absent,Present,NA,Polar,request confirmation,"LITTLE, PT:LOC, FS:M-MAIN, STREET","PT:LOC, FS:M-MAIN, STREET",yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,response,no CA
