ppt_id,clu,gender,age,ethnicity,family,location,handedness,clu_composite,clu_within_clu,clu_complex,question,eye_n_brow,head,mouth_gesture_question,mouthing_question,manual,nonmanual,position,semantic,social_action,rh_idgloss,lh_idgloss,any_head_movement,any_head_nod,any_head_forward,any_head_backward,any_head_sideward,any_head_shake,any_head_up,any_head_down,any_eye_brow,any_eye_brow_up,any_eye_brow_down,any_eye_brow_squint,any_eye_brow_wide,has_single_mouthing,has_multiple_mouthing,any_manual,has_manual_single,has_manual_multiple,any_mouthing,elicited_response,has_CA
BL10,BL10F44WHC_CLU#004,F,44,White,Hearing,Bristol,right-handed,Depend,NA,dependent,Continuing-NR,up,Up,no,Absent,Absent,Present,NA,Other,rhetorical,"SAME, DEAF, COMMUNITY, PT:PRO1SG, FROM-TO","SAME, FBUOY, COMMUNITY, FROM-TO",yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no response,no CA
BL10,BL10F44WHC_CLU#012,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,up,Down,no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Content,request information,"FEEL, PT:PRO2SG, WHAT",NA,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,response,no CA
BL10,BL10F44WHC_CLU#018,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,down,Nod,no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Other,assessment,"TRUE, SAD, G:WELL","TRUE, FBUOY, G:WELL",yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,response,no CA
BL10,BL10F44WHC_CLU#020,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,"up, null","Nod, Null",no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Content,request information,"PT:DET/FUTURE, WEDNESDAY, OPERATE, WHAT",WEDNESDAY,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,response,no CA
BL10,BL10F44WHC_CLU#021,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating-NR,"null, down, null","Nod, Null",no,Single,Single,Present,other,Content,OIR-restricted,"MEANING, PT:POSS2SG/DET, SHOULDER, HARD02, WHAT, MEANING, G:WELL","MEANING, HARD02, MEANING, G:WELL",yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no response,no CA
BL10,BL10F44WHC_CLU#022,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing-NR,null,Null,no,Absent,Absent,Present,NA,Content,OIR-restricted,"NAME, G:WELL, DSEW(FIST)-MOVE","FBUOY, G:WELL, DSEW(FLAT)-BE",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no response,no CA
BL10,BL10F44WHC_CLU#023,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,up,Null,no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Polar,OIR-restricted,"MEANING, FS:I-INFLAMMATION, PT:","MEANING, FS:I-INFLAMMATION, FBUOY",no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,response,no CA
BL10,BL10F44WHC_CLU#025,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,up,"Down, HS1",no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Polar,OIR-restricted,"GO-IN, SCHOOL02, PT:PRO3SG",GO-IN,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,response,no CA
BL10,BL10F44WHC_CLU#027,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,up,Forward,no,Absent,Absent,Present,NA,Polar,OIR-restricted,"SAME, TIME, PT:PRO3PL","SAME, TIME, FBUOY",yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BL10,BL10F44WHC_CLU#032,F,44,White,Hearing,Bristol,right-handed,Embed,contained,NA,Continuing,down,Forward,no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,"MOTORBIKE, CRASH, FALL, BEEN, PT:PRO2SG","MOTORBIKE, CRASH",yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,response,no CA
BL10,BL10F44WHC_CLU#036,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,"null, up, null","Null, Down, Null",no,Single,Single,Present,other,Content,request information,"G:ERM, PT:PRO2SG, G:ERM, PT:DET/FUTURE, ADD-TO-SIGNBANK(WEDNESDAY2), STAY, HOSPITAL, LONG, STAY","G:ERM, PT:PRO2SG, ADD-TO-SIGNBANK(WEDNESDAY2), STAY, HOSPITAL, LONG, STAY",yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,yes,response,no CA
BL10,BL10F44WHC_CLU#038,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,null,"HS, Null",yes,Single,Multiple,Present,reprise (clause-final),Content,request information,"OPERATE, G:WELL, LONG, G:WELL","G:WELL, FBUOY, G:WELL",yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,response,no CA
BL10,BL10F44WHC_CLU#041,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,"up, down","Null, HS",no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Alternative,request confirmation,"NEXT, G:CA:ABLE-TO-MOVE, HEALTHY, G:WELL","NEXT, G:CA:ABLE-TO-MOVE, HEALTHY, G:WELL",yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,response,has CA
BL10,BL10F44WHC_CLU#043,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,down,Null,no,Single,Multiple,Present,reprise (clause-final),Content,request information,"PT:PRO2SG, WORK, WHAT, PT:PRO2SG, WHAT",WORK,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,response,no CA
BL10,BL10F44WHC_CLU#044,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Initiating,null,"Nod, Null, Nod",no,Absent,Absent,Present,NA,Polar,OIR-restricted,"MEANING, DEAF, KNOW, G:WELL, MAYBE","MEANING, FBUOY, G:WELL, MAYBE",yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,response,no CA
BL10,BL10F44WHC_CLU#045,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,null,"Null, Nod",no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Polar,OIR-restricted,"SAME, ENCOURAGE, CONFIDENT, PT:PRO2SG, G:WELL","SAME, ENCOURAGE, FBUOY",yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,response,no CA
BL10,BL10F44WHC_CLU#047,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,down,Backward,no,Single,Single,Present,post-predicate (non-reprise & clause-final),Content,request information,"LONG, WORK, SINCE, PT:PRO2SG","WORK, SINCE",yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,response,no CA
BL10,BL10F44WHC_CLU#077,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,up,Null,no,Absent,Absent,Present,NA,Polar,OIR-restricted,PT:PRO1SG,NA,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BL10,BL10F44WHC_CLU#079,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,up,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"G:ERM, TWO, TWELVE04, UNIT, ONE, YEAR","G:ERM, FBUOY, UNIT, YEAR",no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BL10,BL10F44WHC_CLU#101,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,up,"Backward, Forward",no,Single,Single,Present,post-predicate (non-reprise & clause-final),Other,rhetorical,"BUT, G:HEY, BUT, GO-IN, SCHOOL02, PT:PRO1SG, WHAT",GO-IN,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,response,has CA
BL10,BL10F44WHC_CLU#104,F,44,White,Hearing,Bristol,right-handed,Single,NA,NA,Continuing,down,Null,no,Single,Absent,Present,NA,Polar,request confirmation,"OVER-TIME, WHEN, PT:POSS1SG, SISTER, PT:DET, HAVE, PROJECTOR02","OVER-TIME, FBUOY, HAVE, PROJECTOR02",no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,response,has CA
LN05,LN05M58WDC_CLU#002,M,58,White,Deaf,London,right-handed,Single,NA,NA,Continuing,null,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:, WAR, FS:W-WEST, FS:H-HAM, AGAINST","WAR, FS:W-WEST, FS:H-HAM, AGAINST",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,response,no CA
LN05,LN05M58WDC_CLU#015,M,58,White,Deaf,London,right-handed,Single,NA,NA,Continuing,"up, down","Null, Forward, HS",yes,Absent,Absent,Present,NA,Polar,rhetorical,"TOMORROW, PT:, AGAIN, AGAINST, NO","AGAINST, NO",yes,no,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,response,no CA
LN05,LN05M58WDC_CLU#053,M,58,White,Deaf,London,right-handed,Single,NA,NA,Continuing,down,Down,no,Single,Multiple,Present,other,Content,request information,"PT:PRO2SG, FAVOUR, WHO, PT:PRO2SG",FAVOUR,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,yes,yes,response,no CA
LN05,LN05M58WDC_CLU#054,M,58,White,Deaf,London,right-handed,SharedCecho,NA,NA,Initiating,up,Down,no,Absent,Absent,Present,NA,Polar,OIR-restricted,FS:MIDDLESBROUGH(MD),FS:MIDDLESBROUGH(MD),yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
LN05,LN05M58WDC_CLU#055,M,58,White,Deaf,London,right-handed,Single,NA,NA,Continuing,down,"Nod, Null",no,Absent,Absent,Present,NA,Polar,OIR-restricted,"THINK, PT:PRO3SG, SN:MIDDLESBROUGH",FBuoy,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,response,no CA
LN05,LN05M58WDC_CLU#086,M,58,White,Deaf,London,right-handed,Single,NA,NA,Initiating,up,Down,no,Absent,Single,Present,other,Polar,OIR-restricted,NA,PT:PRO2SG,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,response,no CA
LN05,LN05M58WDC_CLU#102,M,58,White,Deaf,London,right-handed,Embed,pre-container,NA,Continuing,"null, down",Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"LATER, PT:POSS1SG, FRIEND, NAME, FS:TONY, SN:STAR(ADD-TO-SIGNBANK)","FRIEND, FS:TONY, SN:STAR(ADD-TO-SIGNBANK)",no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,response,no CA
LN05,LN05M58WDC_CLU#114,M,58,White,Deaf,London,right-handed,Single,NA,NA,Continuing,null,"Null, Up, Nod",no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:, STADIUM, DSS(2), PT:PRO1SG, GO-IN","STADIUM, DSS(2), FBuoy, GO-IN",yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#002,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Initiating,down,"Null, Down, Null",no,Single,Single,Present,post-predicate (non-reprise),Content,request information,"NINE(FALSE-START), PT:PRO2SG, NINETY-SEVEN(NINE^SEVEN03), PT:PRO2SG, WHERE, PT:PRO2SG",NA,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,response,no CA
BM21,BM21F44WDC_CLU#003,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Continuing,up,Nod,no,Absent,Absent,Present,NA,Content,request information,"PT:LOC, AND",PBUOY,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#004,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Initiating,up,Null,no,Absent,Absent,Present,NA,Alternative,request confirmation,"DIFFERENT, SAME","DIFFERENT, SAME",no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#008,F,44,White,Deaf,Birmingham,right-handed,SharedCecho,NA,NA,Initiating,up,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,SAME,SAME,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#012,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Continuing,down,Nod,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO3SG, FAMOUS, PT:PRO3SG",NA,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#023,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Initiating,up,Down,no,Absent,Absent,Present,NA,Polar,request confirmation,TRUE,TRUE,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#028,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Continuing,up,"Null, Nod",no,Absent,Absent,Present,NA,Polar,request confirmation,"GOOD, SN:N-NEIL, FEEL, GOOD, AREA, GOOD, INDECIPHERABLE",NA,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#031,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Initiating,up,Nod,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, WIN, PT:PRO2SG",NA,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#032,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Continuing,up,Null,no,Single,Multiple,Present,reprise (clause-final),Content,request information,"GOOD, FEEL, WHAT, PT:PRO2SG, FEEL, WHAT",NA,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,response,no CA
BM21,BM21F44WDC_CLU#033,F,44,White,Deaf,Birmingham,right-handed,Fragment,NA,NA,Continuing,up,HS,no,Absent,Absent,Present,NA,Other,request information,G:WELL,G:WELL,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#037,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Continuing,squint,Forward,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, STAFF, PT:PRO2SG","STAFF, FBUOY",yes,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,response,no CA
BM21,"BM21F44WDC_CLU#042, BM21F44WDC_CLU#043",F,44,White,Deaf,Birmingham,right-handed,"Single, Single",NA,NA,Initiating,up,Sideward,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO3SG, PROFESSIONAL, PT:PRO, SAME, HEARING, OLYMPIC, PT:PRO3SG, NO","PROFESSIONAL, FBUOY, SAME, PBUOY/FBUOY, OLYMPIC",yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#049,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Initiating,down,Null,yes,Single,Single,Present,post-predicate (non-reprise),Content,request information,"PT:PRO2SG, G:HEY, PT:PRO2SG, GOOD, PT:PRO2SG, FEEL, PT:PRO3PL, WORSE, QUEUE03, WHICH, REGION, PT:PRO2SG","WORSE, QUEUE03, FBUOY",no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,response,no CA
BM21,BM21F44WDC_CLU#050,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Continuing,null,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:, LOOK, MOVE02, PT:",MOVE02,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#052,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Initiating,down,HS,no,Single,Multiple,Present,reprise (non-clause-final),Content,request information,"WHO, ALL, WHICH, REGION, TOP, MEDALLION, ALL","TOP, FBUOY",yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,response,no CA
BM21,"BM21F44WDC_CLU#091, BM21F44WDC_CLU#092",F,44,White,Deaf,Birmingham,right-handed,"Single, Single?",NA,NA,Continuing,up,HS,no,Absent,Absent,Present,NA,Polar,request confirmation,"DRINK, WHAT",NA,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#121,F,44,White,Deaf,Birmingham,right-handed,Fragment,NA,NA,Initiating,up,Nod,no,Absent,Absent,Present,NA,Content,OIR-restricted,"PT:PRO2SG, GOOD",NA,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#122,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Initiating,"down, null","Forward, Null",yes,Absent,Absent,Present,NA,Alternative,request information,"PT:, CANADA, G:WELL, PT:LBUOYPL",LBUOY-FIVE,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#127,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Continuing,up,Nod,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, FINISH, PT:PRO2SG",NA,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#131,F,44,White,Deaf,Birmingham,right-handed,Single?,NA,NA,Initiating,up,Sideward,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, WANT, PT:PRO2SG",NA,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#132,F,44,White,Deaf,Birmingham,right-handed,Single?,NA,NA,Continuing,up,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"ITALY, BEEN, PT:PRO2SG, ITALY, PT:PRO2SG",NA,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#133,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Continuing,up,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"ALL, PT:PRO2SG",NA,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#137,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Initiating,up,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"G:ERM, FS:SICILY, PT:PRO2SG","FS:SICILY, FBUOY",no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#138,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Continuing,up,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,FS:SARDINA,FS:SARDINA,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
BM21,BM21F44WDC_CLU#141,F,44,White,Deaf,Birmingham,right-handed,Single,NA,NA,Continuing,up,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, PT:LOC, NIGHT, PT:PRO2SG, LOOK, PT:PRO2SG","NIGHT, FBUOY",no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
LN23,LN23M33WDC_CLU#002,M,33,White,Deaf,London,right-handed,Single,NA,NA,Initiating-NR,null,Null,no,Single,Single,Present,pre-predicate,Content,outloud,"WHAT/TALK, THINK(FALSE-START)",NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,no response,no CA
LN23,LN23M33WDC_CLU#003,M,33,White,Deaf,London,right-handed,Single,NA,NA,Initiating,up,Null,no,Absent,Absent,Present,NA,Content,request information,"SN:YEN, GOOD, PREGNANT",NA,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
LN23,LN23M33WDC_CLU#004,M,33,White,Deaf,London,right-handed,Single,NA,NA,Initiating,down,Null,no,Single,Absent,Present,NA,Content,OIR-restricted,M:WHY,NA,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,response,no CA
LN23,LN23M33WDC_CLU#005,M,33,White,Deaf,London,right-handed,Single,NA,NA,Initiating,down,Sideward,no,Single,Single,Present,pre-predicate,Content,OIR-restricted,"WHEN, FINISH03, WORK, PT:PRO3SG",FINISH03,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,response,no CA
LN23,LN23M33WDC_CLU#006,M,33,White,Deaf,London,right-handed,Single,NA,NA,Initiating,down,Down,no,Absent,Absent,Present,NA,Content,request information,"BUT, SELF, PT:PRO2SG",NA,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,response,no CA
LN23,LN23M33WDC_CLU#007,M,33,White,Deaf,London,right-handed,Single,NA,NA,Continuing,"down, up","Nod1, Null, Down",no,Absent,Single,Present,reprise (clause-final),Polar,request confirmation,"DISAPPEAR, PT:PRO2SG, FS:J-JANUARY, EIGHTEEN, PT:PRO2SG",NA,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,response,no CA
LN23,LN23M33WDC_CLU#008,M,33,White,Deaf,London,right-handed,Single,NA,NA,Continuing,up,Nod1,no,Absent,Absent,Present,NA,Polar,OIR-restricted,"PT:PRO2SG, DISAPPEAR",NA,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
LN23,"LN23M33WDC_CLU#009, LN23M33WDC_CLU#010",M,33,White,Deaf,London,right-handed,Depend,NA,"dependent, independent",Continuing,"down, up, null, down","Null, Nod1, Null, HS",no,Absent,Absent,Present,NA,Alternative,request confirmation,"G:WELL, BABY, BORN, PT:PRO2SG, DISAPPEAR, START, PT:LOC, NO",NA,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,response,no CA
LN23,LN23M33WDC_CLU#019,M,33,White,Deaf,London,right-handed,Embed,contained,NA,Continuing,up,Forward,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, FS:A-ANNUAL, FS:L-LEAVE, AT-LAST, USE02, REDUCE","FS:A-ANNUAL, FS:L-LEAVE, AT-LAST, REDUCE",yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,has CA
LN23,LN23M33WDC_CLU#060,M,33,White,Deaf,London,right-handed,Single,NA,NA,Continuing-NR,down,HS,no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,"MONEY, RICH, G:WELL","MONEY, G:WELL",yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no response,no CA
LN23,LN23M33WDC_CLU#061,M,33,White,Deaf,London,right-handed,Single,NA,NA,Continuing,down,Null,no,Absent,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,"FS:E-ECONOMY, MONEY, DECLINE, G:WELL","FS:E-ECONOMY, MONEY, DECLINE, G:WELL",no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,response,no CA
LN23,LN23M33WDC_CLU#065,M,33,White,Deaf,London,right-handed,Single,NA,NA,Initiating,up,Nod1,no,Absent,Absent,Present,NA,Polar,OIR-restricted,"DECORATE, THAT-IS-ALL",THAT-IS-ALL,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
LN23,LN23M33WDC_CLU#066,M,33,White,Deaf,London,right-handed,Single,NA,NA,Continuing,down,HS,no,Absent,Absent,Present,NA,Polar,OIR-restricted,"WALL, NO",WALL,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,response,no CA
LN23,LN23M33WDC_CLU#067,M,33,White,Deaf,London,right-handed,Single,NA,NA,Initiating,up,Null,no,Single,Single,Present,post-predicate (non-reprise & clause-final),Polar,request information,"PT:DET, WALL, WHAT",NA,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,response,no CA
LN23,LN23M33WDC_CLU#068,M,33,White,Deaf,London,right-handed,Single,NA,NA,Continuing,up,"Null, Down",no,Absent,Absent,Present,NA,Polar,OIR-restricted,"WALL, PT:DET, WALL",NA,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,response,no CA
LN23,LN23M33WDC_CLU#069,M,33,White,Deaf,London,right-handed,SharedCecho,NA,NA,Continuing,"down, up","Null, Nod1",no,Absent,Absent,Present,NA,Polar,OIR-restricted,"G:WELL, WALL(FALSE-START)",NA,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,response,no CA
LN23,LN23M33WDC_CLU#070,M,33,White,Deaf,London,right-handed,Single,NA,NA,Continuing,null,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"BUT, LIGHT02",LIGHT02,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,response,no CA
LN23,"LN23M33WDC_CLU#073, LN23M33WDC_CLU#074",M,33,White,Deaf,London,right-handed,Embed,"pre-container, contained",NA,Continuing,null,Null,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO2SG, REMEMBER, PT:PRO1SG, SLEEP03, PT:DET, CEILING, DSS(FLAT), PT:PRO3SG/PT:LOC, DSS(FLAT)",NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,response,no CA
LN23,LN23M33WDC_CLU#079,M,33,White,Deaf,London,right-handed,Embed,contained,NA,Continuing,down,Forward,no,Single,Absent,Present,NA,Content,request information,"PT:PRO3SG/PT:LOC, BED/WHAT, THINK, PT:PRO3SG/PT:LOC",NA,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,response,has CA
LN23,LN23M33WDC_CLU#099,M,33,White,Deaf,London,right-handed,Single,NA,NA,Continuing,"null, squint","HS, Null",no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:PRO1SG, NOW, PT:LOC, PT:PRO1SG, DSS(FLAT), INDECIPHERABLE, PT:",NA,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,response,no CA
LN23,LN23M33WDC_CLU#108,M,33,White,Deaf,London,right-handed,Single,NA,NA,Continuing,null,Backward,no,Absent,Absent,Present,NA,Polar,request confirmation,"PT:LOC, DSS(SMALL_OPEN), DSS(FLAT), REMOVE02","DSS(SMALL_OPEN), DSS(FLAT), REMOVE02",yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,response,no CA
